id_products,date_invoices,codigo_producto,nombre_producto,categoria,cantidad_vendida,precio,stock,promocion_activa,bodega_id,fecha_vencimiento
1,2023-04-10,7401002200015,Leche Dos Pinos Entera 1L,Lácteos,2,950,198,0,L1,2023-05-05
1,2023-04-20,7401002200015,Leche Dos Pinos Entera 1L,Lácteos,1,950,197,0,L2,2023-05-10
1,2023-03-01,7401002200015,Leche Dos Pinos Entera 1L,Lácteos,2,950,210,0,L3,2023-03-25
1,2023-03-15,7401002200015,Leche Dos Pinos Entera 1L,Lácteos,1,950,209,0,L1,2023-04-10
1,2023-03-25,7401002200015,Leche Dos Pinos Entera 1L,Lácteos,2,950,207,0,L2,2023-04-15
1,2023-02-05,7401002200015,Leche Dos Pinos Entera 1L,Lácteos,1,950,220,0,L3,2023-02-28
1,2023-02-15,7401002200015,Leche Dos Pinos Entera 1L,Lácteos,2,950,218,0,L1,2023-03-10
1,2023-02-28,7401002200015,Leche Dos Pinos Entera 1L,Lácteos,1,950,217,0,L2,2023-03-15
1,2023-01-01,7401002200015,Leche Dos Pinos Entera 1L,Lácteos,2,950,230,0,L3,2023-01-25
1,2023-01-10,7401002200015,Leche Dos Pinos Entera 1L,Lácteos,1,950,229,0,L1,2023-02-05
1,2023-01-20,7401002200015,Leche Dos Pinos Entera 1L,Lácteos,2,950,227,0,L2,2023-02-10
1,2023-12-18,7401002200015,Leche Dos Pinos Entera 1L,Lácteos,4,950,44,1,L3,2024-01-08
1,2023-12-24,7401002200015,Leche Dos Pinos Entera 1L,Lácteos,3,950,41,1,L1,2024-01-12
1,2023-12-30,7401002200015,Leche Dos Pinos Entera 1L,Lácteos,5,950,36,1,L2,2024-01-18
1,2023-11-25,7401002200015,Leche Dos Pinos Entera 1L,Lácteos,2,950,34,0,L3,2023-12-20
1,2023-11-28,7401002200015,Leche Dos Pinos Entera 1L,Lácteos,3,950,31,0,L1,2023-12-22
1,2023-12-08,7401002200015,Leche Dos Pinos Entera 1L,Lácteos,2,950,29,1,L2,2024-01-02
1,2023-12-12,7401002200015,Leche Dos Pinos Entera 1L,Lácteos,4,950,25,1,L3,2024-01-04
1,2023-12-20,7401002200015,Leche Dos Pinos Entera 1L,Lácteos,2,950,23,0,L1,2024-01-09
1,2023-12-26,7401002200015,Leche Dos Pinos Entera 1L,Lácteos,3,950,20,1,L2,2024-01-14
1,2023-12-29,7401002200015,Leche Dos Pinos Entera 1L,Lácteos,5,950,15,1,L3,2024-01-16
1,2023-12-31,7401002200015,Leche Dos Pinos Entera 1L,Lácteos,2,950,13,1,L1,2024-01-19
1,2023-10-01,7401002200015,Leche Dos Pinos Entera 1L,Lácteos,2,950,90,0,L1,2023-10-10
1,2023-12-23,7401002200015,Leche Dos Pinos Entera 1L,Lácteos,1,950,120,1,L2,2023-12-28
1,2024-01-06,7401006900125,Leche Dos Pinos Entera 1L,Lácteos,3,950,150,1,L1,2024-01-20
1,2023-12-28,7401006000120,Leche Dos Pinos Entera 1L,Lácteos,2,950,140,1,L2,2024-01-10
1,2023-11-22,7541001003217,Leche Dos Pinos Entera 1L,Lácteos,3,950,105,0,L2,2023-12-15
113,2023-09-20,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,2,1750,100,0,1,2023-10-05
113,2023-11-20,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,4,1750,100,0,1,2023-12-15
113,2023-12-15,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,5,1750,90,1,1,2024-01-05
113,2023-12-01,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,3,1750,85,1,1,2023-12-25
113,2023-12-22,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,3,1750,75,0,2,2024-01-10
113,2023-12-28,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,2,1750,70,1,2,2024-01-15
113,2023-11-05,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,2,1750,80,1,3,2023-12-01
113,2023-11-10,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,2,1750,78,0,3,2023-12-05
113,2023-11-18,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,2,1750,72,0,3,2023-12-10
113,2023-12-05,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,4,1750,68,1,1,2023-12-30
113,2023-12-10,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,3,1750,65,0,2,2024-01-01
113,2023-09-01,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,2,1750,150,0,1,2023-09-25
113,2023-09-15,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,3,1750,148,0,2,2023-10-10
113,2023-10-03,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,2,1750,147,0,3,2023-10-25
113,2023-10-18,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,2,1750,145,0,1,2023-11-10
113,2023-10-25,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,2,1750,144,0,2,2023-11-15
113,2023-08-05,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,2,1750,160,0,3,2023-08-30
113,2023-08-12,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,1,1750,159,0,1,2023-09-05
113,2023-08-20,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,1,1750,156,0,2,2023-09-10
113,2023-07-01,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,2,1750,170,0,3,2023-07-25
113,2023-07-15,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,1,1750,168,0,1,2023-08-10
113,2023-07-28,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,2,1750,167,0,2,2023-08-15
113,2023-06-03,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,1,1750,180,0,3,2023-06-25
113,2023-06-10,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,2,1750,179,0,1,2023-07-05
113,2023-06-25,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,1,1750,177,0,2,2023-07-10
113,2023-05-01,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,1,1750,190,0,3,2023-05-25
113,2023-05-15,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,2,1750,188,0,1,2023-06-10
113,2023-05-20,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,2,1750,187,0,2,2023-06-15
113,2023-04-05,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,2,1750,200,0,3,2023-04-25
113,2023-04-10,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,3,1750,198,0,1,2023-05-05
113,2023-04-20,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,2,1750,197,0,2,2023-05-10
113,2023-03-01,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,3,1750,210,0,3,2023-03-25
113,2023-03-15,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,1,1750,209,0,1,2023-04-10
113,2023-03-25,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,1,1750,207,0,2,2023-04-15
113,2023-02-05,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,2,1750,220,0,3,2023-02-28
113,2023-02-15,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,1,1750,218,0,1,2023-03-10
113,2023-02-28,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,2,1750,217,0,2,2023-03-15
113,2023-01-01,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,1,1750,230,0,3,2023-01-25
113,2023-01-10,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,2,1750,229,0,1,2023-02-05
113,2023-01-20,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,1,1750,227,0,2,2023-02-10
113,2023-12-18,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,5,1750,60,1,3,2024-01-08
113,2023-12-24,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,3,1750,55,1,1,2024-01-12
113,2023-12-30,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,3,1750,50,1,2,2024-01-18
113,2023-11-25,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,4,1750,45,0,3,2023-12-20
113,2023-11-28,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,3,1750,40,0,1,2023-12-22
113,2023-12-08,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,3,1750,35,1,2,2024-01-02
113,2023-12-12,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,5,1750,30,1,3,2024-01-04
113,2023-12-20,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,4,1750,25,0,1,2024-01-09
113,2023-12-26,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,5,1750,20,1,2,2024-01-14
113,2023-12-29,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,5,1750,15,1,3,2024-01-16
113,2023-12-31,7529001002000,Leche Dos Pinos Entera 2L,Lácteos,5,1750,10,1,1,2024-01-19
7,2023-04-10,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,2,925,110,0,1,2023-04-20
7,2023-11-20,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,3,925,100,0,1,2023-12-15
7,2023-12-15,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,3,925,90,1,1,2024-01-05
7,2023-12-01,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,4,925,85,1,1,2023-12-25
7,2023-12-22,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,4,925,75,0,2,2024-01-10
7,2023-12-28,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,3,925,70,1,2,2024-01-15
7,2023-11-05,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,2,925,80,1,3,2023-12-01
7,2023-11-10,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,2,925,78,0,3,2023-12-05
7,2023-11-18,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,5,925,72,0,3,2023-12-10
7,2023-12-05,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,3,925,68,1,1,2023-12-30
7,2023-12-10,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,2,925,65,0,2,2024-01-01
7,2023-09-01,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,1,925,150,0,1,2023-09-25
7,2023-09-15,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,2,925,148,0,2,2023-10-10
7,2023-10-03,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,1,925,147,0,3,2023-10-25
7,2023-10-18,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,2,925,145,0,1,2023-11-10
7,2023-10-25,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,1,925,144,0,2,2023-11-15
7,2023-08-05,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,2,925,160,0,3,2023-08-30
7,2023-08-12,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,1,925,159,0,1,2023-09-05
7,2023-08-20,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,2,925,156,0,2,2023-09-10
7,2023-07-01,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,1,925,170,0,3,2023-07-25
7,2023-07-15,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,2,925,168,0,1,2023-08-10
7,2023-07-28,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,1,925,167,0,2,2023-08-15
7,2023-06-03,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,2,925,180,0,3,2023-06-25
7,2023-06-10,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,1,925,179,0,1,2023-07-05
7,2023-06-25,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,2,925,177,0,2,2023-07-10
7,2023-05-01,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,1,925,190,0,3,2023-05-25
7,2023-05-15,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,2,925,188,0,1,2023-06-10
7,2023-05-20,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,1,925,187,0,2,2023-06-15
7,2023-04-05,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,1,925,200,0,3,2023-04-25
7,2023-04-10,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,2,925,198,0,1,2023-05-05
7,2023-04-20,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,1,925,197,0,2,2023-05-10
7,2023-03-01,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,2,925,210,0,3,2023-03-25
7,2023-03-15,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,1,925,209,0,1,2023-04-10
7,2023-03-25,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,2,925,207,0,2,2023-04-15
7,2023-02-05,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,1,925,220,0,3,2023-02-28
7,2023-02-15,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,2,925,218,0,1,2023-03-10
7,2023-02-28,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,1,925,217,0,2,2023-03-15
7,2023-01-01,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,2,925,230,0,3,2023-01-25
7,2023-01-10,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,1,925,229,0,1,2023-02-05
7,2023-01-20,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,1,925,227,0,2,2023-02-10
7,2023-12-18,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,3,925,60,1,3,2024-01-08
7,2023-12-24,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,3,925,55,1,1,2024-01-12
7,2023-12-30,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,4,925,50,1,2,2024-01-18
7,2023-11-25,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,2,925,45,0,3,2023-12-20
7,2023-11-28,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,3,925,40,0,1,2023-12-22
7,2023-12-08,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,2,925,35,1,2,2024-01-02
7,2023-12-12,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,3,925,30,1,3,2024-01-04
7,2023-12-20,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,2,925,25,0,1,2024-01-09
7,2023-12-26,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,3,925,20,1,2,2024-01-14
7,2023-12-29,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,4,925,15,1,3,2024-01-16
7,2023-12-31,7401002600988,Leche Dos Pinos Semidescremada 1L,Lácteos,2,925,10,1,1,2024-01-19
9,2023-09-22,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,1,1720,95,0,2,2023-10-05
9,2023-11-20,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,2,1720,95,0,2,2023-12-15
9,2023-12-15,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,3,1720,85,1,2,2024-01-05
9,2023-12-01,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,3,1720,80,1,2,2023-12-25
9,2023-12-22,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,4,1720,70,0,1,2024-01-10
9,2023-12-28,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,4,1720,65,1,1,2024-01-15
9,2023-11-05,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,2,1720,75,1,3,2023-12-01
9,2023-11-10,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,3,1720,73,0,3,2023-12-05
9,2023-11-18,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,4,1720,68,0,3,2023-12-10
9,2023-12-05,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,4,1720,63,1,2,2023-12-30
9,2023-12-10,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,3,1720,60,0,1,2024-01-01
9,2023-09-01,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,2,1720,140,0,2,2023-09-25
9,2023-09-15,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,2,1720,138,0,1,2023-10-10
9,2023-10-03,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,2,1720,137,0,3,2023-10-25
9,2023-10-18,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,2,1720,135,0,2,2023-11-10
9,2023-10-25,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,2,1720,134,0,1,2023-11-15
9,2023-08-05,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,2,1720,150,0,3,2023-08-30
9,2023-08-12,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,1,1720,149,0,2,2023-09-05
9,2023-08-20,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,3,1720,146,0,1,2023-09-10
9,2023-07-01,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,2,1720,160,0,3,2023-07-25
9,2023-07-15,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,2,1720,158,0,2,2023-08-10
9,2023-07-28,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,2,1720,157,0,1,2023-08-15
9,2023-06-03,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,2,1720,170,0,3,2023-06-25
9,2023-06-10,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,1,1720,169,0,2,2023-07-05
9,2023-06-25,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,2,1720,167,0,1,2023-07-10
9,2023-05-01,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,1,1720,180,0,3,2023-05-25
9,2023-05-15,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,2,1720,178,0,2,2023-06-10
9,2023-05-20,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,1,1720,177,0,1,2023-06-15
9,2023-04-05,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,1,1720,190,0,3,2023-04-25
9,2023-04-10,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,2,1720,188,0,2,2023-05-05
9,2023-04-20,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,1,1720,187,0,1,2023-05-10
9,2023-03-01,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,2,1720,200,0,3,2023-03-25
9,2023-03-15,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,1,1720,199,0,2,2023-04-10
9,2023-03-25,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,2,1720,197,0,1,2023-04-15
9,2023-02-05,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,2,1720,210,0,3,2023-02-28
9,2023-02-15,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,2,1720,208,0,2,2023-03-10
9,2023-02-28,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,1,1720,207,0,1,2023-03-15
9,2023-01-01,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,2,1720,220,0,3,2023-01-25
9,2023-01-10,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,1,1720,219,0,2,2023-02-05
9,2023-01-20,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,2,1720,217,0,1,2023-02-10
9,2023-12-18,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,4,1720,55,1,3,2024-01-08
9,2023-12-24,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,4,1720,50,1,2,2024-01-12
9,2023-12-30,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,5,1720,45,1,1,2024-01-18
9,2023-11-25,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,3,1720,40,0,3,2023-12-20
9,2023-11-28,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,3,1720,35,0,2,2023-12-22
9,2023-12-08,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,3,1720,30,1,1,2024-01-02
9,2023-12-12,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,4,1720,25,1,3,2024-01-04
9,2023-12-20,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,3,1720,20,0,2,2024-01-09
9,2023-12-26,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,4,1720,15,1,1,2024-01-14
9,2023-12-29,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,5,1720,10,1,3,2024-01-16
9,2023-12-31,7529001002017,Leche Dos Pinos Semidescremada 2L,Lácteos,4,1720,5,1,2,2024-01-19
52,2023-01-18,7501031310022,Leche Dos Pinos Descremada,Lácteos,2,895,110,0,2,2023-02-15
52,2023-11-20,7501031310022,Leche Dos Pinos Descremada,Lácteos,2,895,110,0,2,2023-12-15
52,2023-12-15,7501031310022,Leche Dos Pinos Descremada,Lácteos,3,895,100,1,2,2024-01-05
52,2023-12-01,7501031310022,Leche Dos Pinos Descremada,Lácteos,2,895,95,1,2,2023-12-25
52,2023-12-22,7501031310022,Leche Dos Pinos Descremada,Lácteos,5,895,85,0,1,2024-01-10
52,2023-12-28,7501031310022,Leche Dos Pinos Descremada,Lácteos,2,895,80,1,1,2024-01-15
52,2023-11-05,7501031310022,Leche Dos Pinos Descremada,Lácteos,2,895,90,1,3,2023-12-01
52,2023-11-10,7501031310022,Leche Dos Pinos Descremada,Lácteos,2,895,88,0,3,2023-12-05
52,2023-11-18,7501031310022,Leche Dos Pinos Descremada,Lácteos,3,895,82,0,3,2023-12-10
52,2023-12-05,7501031310022,Leche Dos Pinos Descremada,Lácteos,2,895,78,1,2,2023-12-30
52,2023-12-10,7501031310022,Leche Dos Pinos Descremada,Lácteos,2,895,75,0,1,2024-01-01
52,2023-09-01,7501031310022,Leche Dos Pinos Descremada,Lácteos,1,895,150,0,2,2023-09-25
52,2023-09-15,7501031310022,Leche Dos Pinos Descremada,Lácteos,1,895,148,0,1,2023-10-10
52,2023-10-03,7501031310022,Leche Dos Pinos Descremada,Lácteos,1,895,147,0,3,2023-10-25
52,2023-10-18,7501031310022,Leche Dos Pinos Descremada,Lácteos,2,895,145,0,2,2023-11-10
52,2023-10-25,7501031310022,Leche Dos Pinos Descremada,Lácteos,1,895,144,0,1,2023-11-15
52,2023-08-05,7501031310022,Leche Dos Pinos Descremada,Lácteos,1,895,160,0,3,2023-08-30
52,2023-08-12,7501031310022,Leche Dos Pinos Descremada,Lácteos,1,895,159,0,2,2023-09-05
52,2023-08-20,7501031310022,Leche Dos Pinos Descremada,Lácteos,2,895,156,0,1,2023-09-10
52,2023-07-01,7501031310022,Leche Dos Pinos Descremada,Lácteos,1,895,170,0,3,2023-07-25
52,2023-07-15,7501031310022,Leche Dos Pinos Descremada,Lácteos,1,895,168,0,2,2023-08-10
52,2023-07-28,7501031310022,Leche Dos Pinos Descremada,Lácteos,1,895,167,0,1,2023-08-15
52,2023-06-03,7501031310022,Leche Dos Pinos Descremada,Lácteos,1,895,180,0,3,2023-06-25
52,2023-06-10,7501031310022,Leche Dos Pinos Descremada,Lácteos,1,895,179,0,2,2023-07-05
52,2023-06-25,7501031310022,Leche Dos Pinos Descremada,Lácteos,1,895,177,0,1,2023-07-10
52,2023-05-01,7501031310022,Leche Dos Pinos Descremada,Lácteos,1,895,190,0,3,2023-05-25
52,2023-05-15,7501031310022,Leche Dos Pinos Descremada,Lácteos,1,895,188,0,2,2023-06-10
52,2023-05-20,7501031310022,Leche Dos Pinos Descremada,Lácteos,2,895,187,0,1,2023-06-15
52,2023-04-05,7501031310022,Leche Dos Pinos Descremada,Lácteos,2,895,200,0,3,2023-04-25
52,2023-04-10,7501031310022,Leche Dos Pinos Descremada,Lácteos,1,895,198,0,2,2023-05-05
52,2023-04-20,7501031310022,Leche Dos Pinos Descremada,Lácteos,1,895,197,0,1,2023-05-10
52,2023-03-01,7501031310022,Leche Dos Pinos Descremada,Lácteos,1,895,210,0,3,2023-03-25
52,2023-03-15,7501031310022,Leche Dos Pinos Descremada,Lácteos,3,895,209,0,2,2023-04-10
52,2023-03-25,7501031310022,Leche Dos Pinos Descremada,Lácteos,1,895,207,0,1,2023-04-15
52,2023-02-05,7501031310022,Leche Dos Pinos Descremada,Lácteos,1,895,220,0,3,2023-02-28
52,2023-02-15,7501031310022,Leche Dos Pinos Descremada,Lácteos,1,895,218,0,2,2023-03-10
